DestinationPort,FlowDuration,TotalFwdPackets,TotalBackwardPackets,TotalLengthOfFwdPackets,TotalLengthOfBwdPackets,FwdPacketLengthMax,FwdPacketLengthMin,FwdPacketLengthMean,FwdPacketLengthStd,BwdPacketLengthMax,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytes/s,FlowPackets/s,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FwdHeaderLength,BwdHeaderLength,FwdPackets/s,BwdPackets/s,MinPacketLength,MaxPacketLength,PacketLengthMean,PacketLengthStd,PacketLengthVariance,FINFlagCount,SYNFlagCount,RSTFlagCount,PSHFlagCount,ACKFlagCount,URGFlagCount,CWEFlagCount,ECEFlagCount,Down/UpRatio,AveragePacketSize,AvgFwdSegmentSize,AvgBwdSegmentSize,Fwd1HeaderLength,FwdAvgBytes/Bulk,FwdAvgPackets/Bulk,FwdAvgBulkRate,BwdAvgBytes/Bulk,BwdAvgPackets/Bulk,BwdAvgBulkRate,SubflowFwdPackets,SubflowFwdBytes,SubflowBwdPackets,SubflowBwdBytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,Label
80,38692,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,300501.3956,180.9159516,6448.666667,15097.56489,37262,37,38015,19007.5,25868.08738,37299,716,38655,12885,21783.47582,38038,187,0,0,0,0,72,92,77.53540784,103.3805438,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1090992,5,0,30,0,6,6,6,0,0,0,0,0,27.49791016,4.582985026,272748,544128.2131,1088940,3,1090992,272748,544128.2131,1088940,3,0,0,0,0,0,0,0,0,0,100,0,4.582985026,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,33696,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,345055.793,267.0940171,4212,11287.145,32138,22,33001,16500.5,22165.67627,32174,827,33660,6732,14677.63046,32987,50,0,0,0,0,72,132,89.03133903,178.0626781,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1094025,4,0,24,0,6,6,6,0,0,0,0,0,21.93734147,3.656223578,364675,629899.1782,1092019,1,1094025,364675,629899.1782,1092019,1,0,0,0,0,0,0,0,0,0,80,0,3.656223578,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,31567,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,368327.684,285.1078658,3945.875,10248.62001,29299,47,30036,15018,20282.65091,29360,676,31506,6301.2,13304.284,30094,47,0,0,0,0,72,132,95.03595527,190.0719105,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1090994,4,0,24,0,6,6,6,0,0,0,0,0,21.9982878,3.6663813,363664.6667,623843.1397,1084011,1015,1090994,363664.6667,623843.1397,1084011,1015,0,0,0,0,0,0,0,0,0,80,0,3.6663813,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,31561,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,368397.706,253.477393,4508.714286,10997.74351,29445,107,30036,15018,20554.17992,29552,484,31454,7863.5,14821.50529,30094,190,0,0,0,0,72,112,95.05402237,158.4233706,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1088992,4,0,24,0,6,6,6,0,0,0,0,0,22.03872939,3.673121566,362997.3333,623570.6527,1083031,981,1088992,362997.3333,623570.6527,1083031,981,0,0,0,0,0,0,0,0,0,80,0,3.673121566,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,28477,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,408294.413,280.9284686,4068.142857,10073.83688,26908,7,26994,13497,19077.74096,26987,7,28398,7099.5,13416.06613,27221,89,0,0,0,0,72,112,105.3481757,175.5802929,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1086999,5,0,30,0,6,6,6,0,0,0,0,0,27.59892143,4.599820239,271749.75,540837.4332,1083001,2,1086999,271749.75,540837.4332,1083001,2,0,0,0,0,0,0,0,0,0,100,0,4.599820239,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,24496,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1998.0254,474648.9223,367.4069236,3062,8053.600295,22982,4,23024,11512,16274.76968,23020,4,24458,4891.6,10199.84989,23129,77,0,0,0,0,72,132,122.4689745,244.9379491,0,4380,1162.7,1791.113375,3208087.122,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1076999,4,0,24,0,6,6,6,0,0,0,0,0,22.28414325,3.714023876,358999.6667,620414.4672,1075392,10,1076999,358999.6667,620414.4672,1075392,10,0,0,0,0,0,0,0,0,0,80,0,3.714023876,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,21204,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,548339.9359,330.1263912,3534,8025.076174,19907,4,20006,10003,14140.72141,20002,4,21109,7036.333333,11404.22783,20201,180,0,0,0,0,72,92,141.4827391,188.6436521,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1076029,5,0,30,0,6,6,6,0,0,0,0,0,27.88028947,4.646714912,269007.25,536662.0458,1074000,1,1076029,269007.25,536662.0458,1074000,1,0,0,0,0,0,0,0,0,0,100,0,4.646714912,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,22842,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,509018.4747,394.0110323,2855.25,6613.733001,18986,3,19008,9504,13436.44306,19005,3,22823,4564.6,8342.049796,19279,15,0,0,0,0,72,132,131.3370108,262.6740215,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1074870,4,0,24,0,6,6,6,0,0,0,0,0,22.32828156,3.72138026,358290,619780.638,1073951,262,1074870,358290,619780.638,1073951,262,0,0,0,0,0,0,0,0,0,80,0,3.72138026,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,74944,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,155142.5064,120.089667,9368,23236.4147,66476,1,8010,4005,5662.511104,8009,1,74837,14967.4,29002.97324,66476,16,0,0,0,0,72,132,40.02988898,80.05977797,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1022313,4,0,24,0,6,6,6,0,0,0,0,0,23.47617608,3.912696014,340771,589569.3409,1021547,193,1022313,340771,589569.3409,1021547,193,0,0,0,0,0,0,0,0,0,80,0,3.912696014,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,76363,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,152259.6022,91.66743056,12727.16667,23866.12772,59690,15,16421,8210.5,11590.18725,16406,15,75981,25327,30812.01125,59690,160,0,0,0,0,72,92,39.28604167,52.38138889,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1011112,4,0,24,0,6,6,6,0,0,0,0,0,23.73624287,3.956040478,337037.3333,583333.6413,1010613,195,1011112,337037.3333,583333.6413,1010613,195,0,0,0,0,0,0,0,0,0,80,0,3.956040478,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,76974,3,4,26,11601,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,151051.0042,90.93979785,12829,24070.86607,60229,23,16433,8216.5,11587.35882,16410,23,76589,25529.66667,31095.35093,60229,187,0,0,0,0,72,92,38.97419908,51.96559877,0,10135,1453.375,3544.652026,12600000,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1009046,4,0,24,0,6,6,6,0,0,0,0,0,23.78484232,3.964140386,336348.6667,581835.1345,1008194,327,1009046,336348.6667,581835.1345,1008194,327,0,0,0,0,0,0,0,0,0,80,0,3.964140386,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,86474,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,134456.5997,104.0775262,10809.25,25055.78342,71524,9,14688,7344,10316.68794,14639,49,86448,17289.6,30968.97253,71524,14,0,0,0,0,72,132,34.69250873,69.38501746,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1004893,4,0,24,0,6,6,6,0,0,0,0,0,23.8831398,3.980523299,334964.3333,579565.6293,1004189,73,1004893,334964.3333,579565.6293,1004189,73,0,0,0,0,0,0,0,0,0,80,0,3.980523299,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,999781,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,11629.54687,9.001971432,124972.625,347887.9824,985878,16,13578,6789,8978.841908,13138,440,999755,199951,439385.6555,985878,16,0,0,0,0,72,132,3.000657144,6.001314288,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,85722,4,0,24,0,6,6,6,0,0,0,0,0,279.9748023,46.66246704,28574,49028.32117,85187,218,85722,28574,49028.32117,85187,218,0,0,0,0,0,0,0,0,0,80,0,46.66246704,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,999557,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,11632.15304,9.003988767,124944.625,347836.8788,985723,15,13514,6757,9069.351575,13170,344,999530,199906,439323.7658,985723,15,0,0,0,0,72,132,3.001329589,6.002659178,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,85700,4,0,24,0,6,6,6,0,0,0,0,0,280.0466744,46.67444574,28566.66667,49006.10252,85154,215,85700,28566.66667,49006.10252,85154,215,0,0,0,0,0,0,0,0,0,80,0,46.67444574,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,923911,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,12584.54548,9.741198016,115488.875,323528.5474,916157,12,7425,3712.5,5094.704358,7315,110,923861,184772.2,408868.9905,916157,12,0,0,0,0,72,132,3.247066005,6.494132011,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,154252,5,0,30,0,6,6,6,0,0,0,0,0,194.4869434,32.41449057,38563,76131.74651,152760,315,154252,38563,76131.74651,152760,315,0,0,0,0,0,0,0,0,0,100,0,32.41449057,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,998704,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,11642.08815,9.011679136,124838,350289.4574,991744,14,6604,3302,4197.385853,6270,334,998664,199732.8,442756.9008,991744,14,0,0,0,0,72,132,3.003893045,6.007786091,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,81737,4,0,24,0,6,6,6,0,0,0,0,0,293.6246743,48.93744571,27245.66667,46572.70997,81023,230,81737,27245.66667,46572.70997,81023,230,0,0,0,0,0,0,0,0,0,80,0,48.93744571,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,1001760,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,11606.57243,7.985944737,143108.5714,375995.8829,995776,36,5641,2820.5,3527.755731,5315,326,1001724,250431,496903.6032,995776,61,0,0,0,0,72,112,2.994729276,4.991215461,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,80672,4,0,24,0,6,6,6,0,0,0,0,0,297.5009917,49.58349861,26890.66667,45883.23098,79872,332,80672,26890.66667,45883.23098,79872,332,0,0,0,0,0,0,0,0,0,80,0,49.58349861,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,994335,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,11693.24222,7.039880925,165722.5,403576.7577,989513,46,4582,2291,2927.422074,4361,221,994289,331429.6667,569921.2551,989513,156,0,0,0,0,72,92,3.017091825,4.0227891,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,82779,4,0,24,0,6,6,6,0,0,0,0,0,289.9286051,48.32143418,27593,47295.40905,82205,234,82779,27593,47295.40905,82205,234,0,0,0,0,0,0,0,0,0,80,0,48.32143418,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,995895,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,11674.92557,7.028853443,165982.5,404667.841,992003,48,3639,1819.5,2271.934088,3426,213,995847,331949,571626.171,992003,185,0,0,0,0,72,92,3.012365761,4.016487682,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,77730,4,0,24,0,6,6,6,0,0,0,0,0,308.7610961,51.46018268,25910,44221.02853,76972,320,77730,25910,44221.02853,76972,320,0,0,0,0,0,0,0,0,0,80,0,51.46018268,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,1004745,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,11578.0621,8.957496678,125593.125,354789.0385,1003651,1,756,378,533.158513,755,1,1004700,200940,448729.1916,1003651,4,0,0,0,0,72,132,2.985832226,5.971664452,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,61020,4,0,24,0,6,6,6,0,0,0,0,0,393.3136676,65.55227794,20340,34388.93777,60045,4,61020,20340,34388.93777,60045,4,0,0,0,0,0,0,0,0,0,80,0,65.55227794,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,1003939,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,11587.3574,8.964688094,125492.375,354577.1754,1003026,4,596,298,415.7787873,592,4,1003896,200779.2,448469.6581,1003026,15,0,0,0,0,72,132,2.988229365,5.976458729,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,57989,5,0,30,0,6,6,6,0,0,0,0,0,517.3394954,86.22324924,14497.25,28365.97608,57041,1,57989,14497.25,28365.97608,57041,1,0,0,0,0,0,0,0,0,0,100,0,86.22324924,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,1001061,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,11620.67047,7.991520996,143008.7143,377923.7193,1000059,4,777,388.5,480.1255044,728,49,1000986,250246.5,499875.099,1000059,4,0,0,0,0,72,112,2.996820374,4.994700623,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,61013,5,0,30,0,6,6,6,0,0,0,0,0,491.6984905,81.94974841,15253.25,29840.84211,60009,3,61013,15253.25,29840.84211,60009,3,0,0,0,0,0,0,0,0,0,100,0,81.94974841,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,953066,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,12205.87032,8.393962223,136152.2857,359152.4108,950632,46,1996,998,1346.331311,1950,46,953003,238250.75,474921.6333,950632,129,0,0,0,0,72,112,3.147735834,5.246226389,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,49296,5,0,30,0,6,6,6,0,0,0,0,0,608.5686465,101.4281078,12324,22783.69568,46476,173,49296,12324,22783.69568,46476,173,0,0,0,0,0,0,0,0,0,100,0,101.4281078,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.02,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,966267,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,12039.11548,9.314195766,120783.375,341181.4178,965164,3,961,480.5,654.0737726,943,18,966188,193237.6,431520.1667,965164,3,0,0,0,0,72,132,3.104731922,6.209463844,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,28058,4,0,24,0,6,6,6,0,0,0,0,0,855.3710172,142.5618362,9352.666667,15543.69082,27300,217,28058,9352.666667,15543.69082,27300,217,0,0,0,0,0,0,0,0,0,80,0,142.5618362,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,965499,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12048.69192,9.321604683,120687.375,340960.7466,964522,2,821,410.5,511.2382028,772,49,965392,193078.4,431250.215,964522,2,0,0,0,0,72,132,3.107201561,6.214403122,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,30713,4,0,24,0,6,6,6,0,0,0,0,0,781.4280598,130.23801,10237.66667,17138.34558,30027,245,30713,10237.66667,17138.34558,30027,245,0,0,0,0,0,0,0,0,0,80,0,130.23801,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,972119,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,11966.64194,8.229445161,138874.1429,366897.3968,970919,5,955,477.5,605.9905115,906,49,972009,243002.25,485277.9843,970919,5,0,0,0,0,72,112,3.086041935,5.143403225,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,17958,4,0,24,0,6,6,6,0,0,0,0,0,1336.451721,222.7419534,5986,9613.206593,17086,357,17958,5986,9613.206593,17086,357,0,0,0,0,0,0,0,0,0,80,0,222.7419534,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,533069,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,21822.69087,15.00743806,76152.71429,201034.1107,532055,4,764,382,513.3595231,745,19,532910,133227.5,265885.1397,532055,4,0,0,0,0,72,112,5.627789273,9.379648788,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,12911643,4,0,24,0,6,6,6,0,0,0,0,0,1.858787453,0.309797909,4303881,7453688.409,12900000,3,12900000,4303881,7453688.409,12900000,3,0,0,0,0,0,0,0,0,0,80,0,0.309797909,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,984,0,984,984,12900000,0,12900000,12900000,DDoS
80,144199,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,80673.23629,48.54402596,24033.16667,58336.59581,143110,3,1023,511.5,719.1275965,1020,3,144110,48036.66667,82337.41585,143110,4,0,0,0,0,72,92,20.80458256,27.73944341,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,4,1,1,6,6,6,6,6,0,6,6,6,0,3000000,500000,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,250000,250000,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,229,0,20,0,0,0,0,0,0,0,0,DDoS
80,12905665,4,0,24,0,6,6,6,0,0,0,0,0,1.859648457,0.309941409,4301888.333,7425095.862,12900000,4,12900000,4301888.333,7425095.862,12900000,4,0,0,0,0,0,0,0,0,0,80,0,0.309941409,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,07.05,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,30032,0,30032,30032,12900000,0,12900000,12900000,DDoS
80,75637,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,153800.3887,105.7683409,10805.28571,28015.63202,74335,3,1054,527,636.3961031,977,77,75548,18887,36967.9906,74335,3,0,0,0,0,72,112,39.66312783,66.10521306,0,10220,1292.555556,3378.299021,11400000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,74815,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,155490.2092,106.9304284,10687.85714,27692.02238,73486,58,900,450,332.3401872,685,215,74757,18689.25,36532.92813,73486,167,0,0,0,0,72,112,40.09891065,66.83151774,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72011,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,161544.764,111.0941384,10287.28571,26566.95686,70527,2,1275,637.5,895.9042918,1271,4,71974,17993.5,35026.71952,70527,2,0,0,0,0,72,112,41.6603019,69.4338365,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
